Ürün Adı,Fiyat,Yonga Seti Modeli,İşlemci Soketi,Bellek Teknolojisi,Bellek Saat Hızı (OC),Teknik Puan,Link
Asus TUF Gaming H470-Pro,,Intel H470,LGA 1200,DDR4,2933 MHz,59,https://www.epey.com/anakart/asus-tuf-gaming-h470-pro.html
Asus ROG Strix B460-G Gaming,,Intel B460,LGA 1200,DDR4,2933 MHz,59,https://www.epey.com/anakart/asus-rog-strix-b460-g-gaming.html
MSI X370 XPower Gaming Titanium,,AMD X370,AM4,DDR4,3200 MHz,59,https://www.epey.com/anakart/msi-x370-xpower-gaming-titanium.html
MSI X370 Krait Gaming,,AMD X370,AM4,DDR4,3200 MHz,59,https://www.epey.com/anakart/msi-x370-krait-gaming.html
MSI X370 Gaming Plus,,AMD X370,AM4,DDR4,3200 MHz,59,https://www.epey.com/anakart/msi-x370-gaming-plus.html
Asrock B460 Steel Legend,,Intel B460,LGA 1200,DDR4,2933 MHz,58,https://www.epey.com/anakart/asrock-b460-steel-legend.html
Asus Prime Z370M-Plus,,Intel Z390,LGA 1151,DDR4,4266 MHz,58,https://www.epey.com/anakart/asus-prime-z370m-plus.html
MSI X370 Gaming Pro,,AMD X370,AM4,DDR4,3200 MHz,58,https://www.epey.com/anakart/msi-x370-gaming-pro.html
Asus ROG Strix Z370-H Gaming,,Intel Z370,LGA 1151,DDR4,4000 MHz,58,https://www.epey.com/anakart/asus-rog-strix-z370-h-gaming.html
ASRock X370 Killer SLI,,AMD X370,AM4,DDR4,2933 MHz,58,https://www.epey.com/anakart/asrock-x370-killer-sli.html
Gigabyte A520I AC,,AMD A520,AM4,DDR4,5300 MHz,58,https://www.epey.com/anakart/gigabyte-a520i-ac.html
MSI Z270 PC Mate,,Intel Z270,LGA 1151,DDR4,3800 MHz,58,https://www.epey.com/anakart/msi-z270-pc-mate.html
Gigabyte GA-AB350-Gaming 3,,AMD B350,AM4,DDR4,3200 MHz,58,https://www.epey.com/anakart/gigabyte-ga-ab350-gaming-3.html
Gigabyte X370 Gaming 3,,AMD X370,AM4,DDR4,3200 MHz,58,https://www.epey.com/anakart/gigabyte-x370-gaming-3.html
Gigabyte GA-AX370-Gaming 3,,AMD X370,AM4,DDR4,3200 MHz,58,https://www.epey.com/anakart/gigabyte-ga-ax370-gaming-3.html
MSI Z370M Mortar,,Intel Z370,LGA 1151,DDR4,4000 MHz,58,https://www.epey.com/anakart/msi-z370m-mortar.html
Gigabyte B460M DS3H AC,,Intel B460,LGA 1200,DDR4,2933 MHz,52,https://www.epey.com/anakart/gigabyte-b460m-ds3h-ac.html
Biostar B460GTQ,,Intel B460,LGA 1200,DDR4,2933 MHz,52,https://www.epey.com/anakart/biostar-b460gtq.html
Asus ROG Strix B360-H Gaming,,Intel B360,LGA 1151,DDR4,2666 MHz,52,https://www.epey.com/anakart/asus-rog-strix-b360-h-gaming.html
Asus Prime B360-Plus/CSM,,Intel B360,LGA 1151,DDR4,2666 MHz,52,https://www.epey.com/anakart/asus-prime-b360-plus-csm.html
Asus Prime B360-Plus,,Intel B360,LGA 1151,DDR4,2666 MHz,52,https://www.epey.com/anakart/asus-prime-b360-plus.html
Asus Prime B350M-A,,AMD B350,AM4,DDR4,3200 MHz,52,https://www.epey.com/anakart/asus-prime-b350m-a.html
Asus Maximus VI Extreme,,Intel Z87,LGA 1150,DDR3,3100 MHz,52,https://www.epey.com/anakart/asus-maximus-vi-extreme.html
MSI H270-A Pro,,Intel Z270,LGA 1151,DDR4,2400 MHz,51,https://www.epey.com/anakart/msi-h270-a-pro.html
Gigabyte GA-B250M-Gaming 5,,Intel B250,LGA 1151,DDR4,2400 MHz,51,https://www.epey.com/anakart/gigabyte-ga-b250m-gaming-5.html
Gigabyte B360M AORUS Gaming 3,,Intel B360,LGA 1151,DDR4,2666 MHz,51,https://www.epey.com/anakart/gigabyte-b360m-aorus-gaming-3.html
Gigabyte H370M D3H,,Intel H370,LGA 1151,DDR4,2666 MHz,51,https://www.epey.com/anakart/gigabyte-h370m-d3h.html
Gigabyte H370M D3H GSM,,Intel H370,LGA 1151,DDR4,2666 MHz,51,https://www.epey.com/anakart/gigabyte-h370m-d3h-gsm.html
Asus TUF H370-Pro Gaming,,Intel H370,LGA 1151,DDR4,2666 MHz,51,https://www.epey.com/anakart/asus-tuf-h370-pro-gaming.html
MSI H270 Gaming Pro Carbon,,Intel H270,LGA 1151,DDR4,2400 MHz,50,https://www.epey.com/anakart/msi-h270-gaming-pro-carbon.html
Gigabyte B360M D3H,,Intel B360,LGA 1151,DDR4,2666 MHz,50,https://www.epey.com/anakart/gigabyte-b360m-d3h.html
MSI H270 Gaming M3,,Intel H270,LGA 1151,DDR4,2400 MHz,50,https://www.epey.com/anakart/msi-h270-gaming-m3.html
MSI B360 Gaming Arctic,,Intel B360,LGA 1151,DDR4,2666 MHz,50,https://www.epey.com/anakart/msi-b360-gaming-arctic.html
ASRock AB350M Pro4,,Intel B360,LGA 1151,DDR4,3200 MHz,50,https://www.epey.com/anakart/asrock-ab350m-pro4.html
Asus ROG Strix B360-I Gaming,,Intel B360,LGA 1151,DDR4,2666 MHz,50,https://www.epey.com/anakart/asus-rog-strix-b360-i-gaming.html
MSI B250 Gaming M3,,Intel B250,LGA 1151,DDR4,2400 MHz,50,https://www.epey.com/anakart/msi-b250-gaming-m3.html
Asrock A320M-ITX,,AMD A320,AM4,DDR4,3466 MHz,50,https://www.epey.com/anakart/asrock-a320m-itx.html
Asus ROG Strix B250F Gaming,,Intel B250,LGA 1151,DDR4,2400 MHz,50,https://www.epey.com/anakart/asus-rog-strix-b250f-gaming.html
Gigabyte Q370M D3H GSM Plus,,Intel Q370,LGA 1151,DDR4,2666 MHz,49,https://www.epey.com/anakart/gigabyte-q370m-d3h-gsm-plus.html
Asus TUF B365M-Plus,,Intel B365,LGA 1151,DDR4,2666 MHz,49,https://www.epey.com/anakart/asus-tuf-b365m-plus.html
Gigabyte B360 HD3,,Intel B360,LGA 1151,DDR4,2666 MHz,49,https://www.epey.com/anakart/gigabyte-b360-hd3.html
Asus Prime A520M-E/CSM,,AMD A520,AM4,DDR4,4600 MHz,49,https://www.epey.com/anakart/asus-prime-a520m-e-csm.html
Gigabyte B460M DS3H,,Intel B460,LGA 1200,DDR4,2933 MHz,49,https://www.epey.com/anakart/gigabyte-b460m-ds3h.html
MSI B360 Gaming Plus,,Intel B360,LGA 1151,DDR4,2666 MHz,49,https://www.epey.com/anakart/msi-b360-gaming-plus.html
MSI B250M Mortar Arctic,,Intel B250,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/msi-b250m-mortar-arctic.html
MSI B250M Mortar,,Intel B250,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/msi-b250m-mortar.html
MSI H270M Mortar Arctic,,Intel H270,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/msi-h270m-mortar-arctic.html
Asus Prime B360M-A,,Intel B360,LGA 1151,DDR4,2666 MHz,48,https://www.epey.com/anakart/asus-prime-b360m-a.html
MSI A520M Pro-C Dash,,AMD A520,AM4,DDR4,4600 MHz,48,https://www.epey.com/anakart/msi-a520m-pro-c-dash.html
Asus Prime B250 Plus,,Intel B250,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/asus-prime-b250-plus.html
ASRock AB350M-HDV,,AMD B350,AM4,DDR4,3200 MHz,48,https://www.epey.com/anakart/asrock-ab350m-hdv.html
Asus Pro B460M-C/CSM,,Intel B460,LGA 1200,DDR4,2933 MHz,48,https://www.epey.com/anakart/asus-pro-b460m-c-csm.html
Asus Prime A520M-K/CSM,,AMD A520,AM4,DDR4,4600 MHz,48,https://www.epey.com/anakart/asus-prime-a520m-k-csm.html
MSI H170 Gaming M3,,Intel H170,LGA 1151,DDR4,2133 MHz,48,https://www.epey.com/anakart/msi-h170-gaming-m3.html
Asus Prime B250-Pro,,Intel B250,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/asus-prime-b250-pro.html
MSI B150M Mortar,,Intel B150,LGA 1151,DDR4,2133 MHz,44,https://www.epey.com/anakart/msi-b150m-mortar.html
MSI B350M Pro-VH Plus,,AMD B350,AM4,DDR4,3200 MHz,44,https://www.epey.com/anakart/msi-b350m-pro-vh-plus.html
ASRock H310M-G/M.2,,Intel H310,LGA 1151,DDR4,2666 MHz,44,https://www.epey.com/anakart/asrock-h310m-g-m-2.html
Gigabyte H410M H V2,,Intel H410,LGA 1200,DDR4,2933 MHz,44,https://www.epey.com/anakart/gigabyte-h410m-h-v2.html
Elsa EA B350M-A,,AMD B350,AM4,DDR4,2933 MHz,44,https://www.epey.com/anakart/elsa-ea-b350m-a.html
Gigabyte H310M A 2.0,,Intel H310,LGA 1151,DDR4,2666 MHz,44,https://www.epey.com/anakart/gigabyte-h310m-a-2-0.html
Gigabyte H410M DS2V,,Intel H410,LGA 1200,DDR4,2933 MHz,43,https://www.epey.com/anakart/gigabyte-h410m-ds2v.html
Asus Prime B460M-K/CSM,,Intel B460,LGA 1200,DDR4,2933 MHz,43,https://www.epey.com/anakart/asus-prime-b460m-k-csm.html
MSI B250M Gaming Pro,,Intel B250,LGA 1151,DDR4,2400 MHz,43,https://www.epey.com/anakart/msi-b250m-gaming-pro.html
Gigabyte B365M HD3,,Intel B365,LGA 1151,DDR4,2666 MHz,43,https://www.epey.com/anakart/gigabyte-b365m-hd3.html
Gigabyte B360M HD3,,Intel B360,LGA 1151,DDR4,2666 MHz,43,https://www.epey.com/anakart/gigabyte-b360m-hd3.html
Asus Prime H410M-D/CSM,,Intel H410,LGA 1200,DDR4,2933 MHz,43,https://www.epey.com/anakart/asus-prime-h410m-d-csm.html
Asus Pro H410M-C/CSM,,Intel H410,LGA 1200,DDR4,2933 MHz,43,https://www.epey.com/anakart/asus-pro-h410m-c-csm.html
Asus Crosshair IV Extreme,,AMD 890FX,AM3,DDR3,2133 MHz,43,https://www.epey.com/anakart/asus-crosshair-iv-extreme.html
Asus TUF H310M-Plus Gaming,,Intel H310,LGA 1151,DDR4,2666 MHz,43,https://www.epey.com/anakart/asus-tuf-h310m-plus-gaming.html
Asus TUF H310-Plus Gaming,,Intel H310,LGA 1151,DDR4,2666 MHz,43,https://www.epey.com/anakart/asus-tuf-h310-plus-gaming.html
Turbox GamePlus H410,,Intel H410,LGA 1200,DDR4,3000 MHz,43,https://www.epey.com/anakart/turbox-gameplus-h410.html
MSI A320M Grenade,,AMD A320,AM4,DDR4,3200 MHz,43,https://www.epey.com/anakart/msi-a320m-grenade.html
Turbox H410SD4,,Intel H410,LGA 1200,DDR4,3000 MHz,43,https://www.epey.com/anakart/turbox-h410sd4.html
Gigabyte GA-F2A55M-DS2,,AMD A55,FM2+,DDR3,2400 MHz,43,https://www.epey.com/anakart/gigabyte-ga-f2a55m-ds2.html
MSI A320M Pro-M2 V2,,AMD A320,AM4,DDR4,3200 MHz,42,https://www.epey.com/anakart/msi-a320m-pro-m2-v2.html
MSI A320M Pro-M2,,AMD A320,AM4,DDR4,3200 MHz,42,https://www.epey.com/anakart/msi-a320m-pro-m2.html
Gigabyte H310M S2P,,Intel H310,LGA 1151,DDR4,2666 MHz,42,https://www.epey.com/anakart/gigabyte-h310m-s2p.html
Biostar H410MHG,,Intel H410,LGA 1200,DDR4,2933 MHz,42,https://www.epey.com/anakart/biostar-h410mhg.html
Gigabyte B365M D2V,,Intel B365,LGA 1151,DDR4,2666 MHz,42,https://www.epey.com/anakart/gigabyte-b365m-d2v.html
Biostar H410MH S2,,Intel H410,LGA 1200,DDR4,2933 MHz,42,https://www.epey.com/anakart/biostar-h410mh-s2.html
MSI A320M Gaming Pro,,AMD A320,AM4,DDR4,2667 MHz,42,https://www.epey.com/anakart/msi-a320m-gaming-pro.html
Asus Prime B360M-D,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asus-prime-b360m-d.html
Gigabyte B360M D2V,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/gigabyte-b360m-d2v.html
Asus H410M H V3,,Intel H410,LGA 1200,DDR4,2666 MHz,41,https://www.epey.com/anakart/asus-h410m-h-v3.html
Asus Prime H310M-Dash,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asus-prime-h310m-dash.html
ASRock B360M-HDV,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asrock-b360m-hdv.html
ASRock B365M-HDV,,Intel B365,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asrock-b365m-hdv.html
Asus H170-Plus D3,,Intel H170,LGA 1151,DDR3,1866 MHz,41,https://www.epey.com/anakart/asus-h170-plus-d3.html
Gigabyte B360M H,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/gigabyte-b360m-h.html
MSI H310M Gaming Plus,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/msi-h310m-gaming-plus.html
MSI H310M Gaming Arctic,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/msi-h310m-gaming-arctic.html
Gigabyte H310N,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/gigabyte-h310n.html
Gigabyte H310N 2.0,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/gigabyte-h310n-2-0.html
Asus Prime B360M-K,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asus-prime-b360m-k.html
MSI B360M Pro-VH,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/msi-b360m-pro-vh.html
MSI B360M Pro-VD,,Intel B360,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/msi-b360m-pro-vd.html
Asus Prime H310M-C R2.0,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asus-prime-h310m-c-r2-0.html
Asus Prime H310M-C,,Intel H310,LGA 1151,DDR4,2666 MHz,41,https://www.epey.com/anakart/asus-prime-h310m-c.html
Asus Prime H310M-A R2.0/CSM,,Intel H310,LGA 1151,DDR4,2666 MHz,40,https://www.epey.com/anakart/asus-prime-h310m-a-r2-0-csm.html
Gigabyte GA-A320-DS3,,AMD A320,AM4,DDR4,3200 MHz,40,https://www.epey.com/anakart/gigabyte-ga-a320-ds3.html
MSI H310M Pro-M2,,Intel H310,LGA 1151,DDR4,2666 MHz,40,https://www.epey.com/anakart/msi-h310m-pro-m2.html
Asus Prime H310I-Plus R2.0,,Intel H310,LGA 1151,DDR4,2666 MHz,40,https://www.epey.com/anakart/asus-prime-h310i-plus-r2-0.html
Asus B150M-C,,Intel B150,LGA 1151,DDR4,2400 MHz,40,https://www.epey.com/anakart/asus-b150m-c.html
Gigabyte GA-B250-FinTech,,Intel B250,LGA 1151,DDR4,2400 MHz,40,https://www.epey.com/anakart/gigabyte-ga-b250-fintech.html
Asus H170I-Plus D3,,Intel H170,LGA 1151,DDR3,1866 MHz,40,https://www.epey.com/anakart/asus-h170i-plus-d3.html
Asus Q170M-C,,Intel Q170,LGA 1151,DDR4,2133 MHz,40,https://www.epey.com/anakart/asus-q170m-c.html
MSI H310I PRO,,Intel H310,LGA 1151,DDR4,2666 MHz,40,https://www.epey.com/anakart/msi-h310i-pro.html
Gigabyte GA-B150M-HD3,,Intel B150,LGA 1151,DDR4,2133 MHz,40,https://www.epey.com/anakart/gigabyte-ga-b150m-hd3.html
MSI B250M Pro-VH,,Intel B250,LGA 1151,DDR4,2400 MHz,40,https://www.epey.com/anakart/msi-b250m-pro-vh.html
MSI A68HM Gaming,,AMD A68H,FM2+,DDR3,2400 MHz,40,https://www.epey.com/anakart/msi-a68hm-gaming.html
Asus Prime B250M-K,,Intel B250,LGA 1151,DDR4,2400 MHz,40,https://www.epey.com/anakart/asus-prime-b250m-k.html
MSI B250M Pro-VD,,Intel B250,LGA 1151,DDR4,2400 MHz,40,https://www.epey.com/anakart/msi-b250m-pro-vd.html
Gigabyte GA-A320M-HD2,,AMD A320,AM4,DDR4,3200 MHz,39,https://www.epey.com/anakart/gigabyte-ga-a320m-hd2.html
Gigabyte GA-H110-D3A,,Intel H110,LGA 1151,DDR4,2400 MHz,39,https://www.epey.com/anakart/gigabyte-ga-h110-d3a.html
Gigabyte GA-A320M-DS2,,AMD A320,AM4,DDR4,3200 MHz,39,https://www.epey.com/anakart/gigabyte-ga-a320m-ds2.html
ASRock H170M-ITX/ac,,Intel H170,LGA 1151,DDR4,2133 MHz,39,https://www.epey.com/anakart/asrock-h170m-itx-ac.html
Asus Prime H410M-F,,Intel H410,LGA 1200,DDR4,2933 MHz,39,https://www.epey.com/anakart/asus-prime-h410m-f.html
ASRock H110 Pro BTC+,,Intel H110,LGA 1151,DDR4,2400 MHz,39,https://www.epey.com/anakart/asrock-h110-pro-btcplus.html
MSI H170M PRO-VDH,,Intel H170,LGA 1151,DDR4,2133 MHz,38,https://www.epey.com/anakart/msi-h170m-pro-vdh.html
Turbox H310,,Intel H310,LGA 1151,DDR4,2666 MHz,37,https://www.epey.com/anakart/turbox-h310.html
ASRock H110TM-ITX R2.0,,Intel H110,LGA 1151,DDR4,2400 MHz,37,https://www.epey.com/anakart/asrock-h110tm-itx-r2-0.html
ASRock H310CM-HDV,,Intel H310,LGA 1151,DDR4,2666 MHz,37,https://www.epey.com/anakart/asrock-h310cm-hdv.html
Asus B85M-E,,Intel B85,LGA 1150,DDR3,1600 MHz,37,https://www.epey.com/anakart/asus-b85m-e.html
Biostar A320MD Pro 6,,AMD A320,AM4,DDR4,2667 MHz,37,https://www.epey.com/anakart/biostar-a320md-pro-6.html
MSI H310-A Pro,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/msi-h310-a-pro.html
Asus EX-B360M-V3,,Intel B360,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/asus-ex-b360m-v3.html
Asus B150M-A D3,,Intel B150,LGA 1151,DDR3,1866 MHz,36,https://www.epey.com/anakart/asus-b150m-a-d3.html
Gigabyte GA-B250M-D2V,,Intel B250,LGA 1151,DDR4,2400 MHz,36,https://www.epey.com/anakart/gigabyte-ga-b250m-d2v.html
MSI H310M Pro-VH,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/msi-h310m-pro-vh.html
MSI H310M Pro-VH Plus,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/msi-h310m-pro-vh-plus.html
MSI H310M Pro-VD,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/msi-h310m-pro-vd.html
MSI A320M Pro-VD/S,,AMD A320,AM4,DDR4,2667 MHz,36,https://www.epey.com/anakart/msi-a320m-pro-vd-s.html
MSI B360M Mortar Titanium,,Intel B360,LGA 1151,DDR4,2666 MHz,48,https://www.epey.com/anakart/msi-b360m-mortar-titanium.html
Asus Prime B350M-K,,AMD B350,AM4,DDR4,3200 MHz,48,https://www.epey.com/anakart/asus-prime-b350m-k.html
Asus Prime H270M-Plus,,Intel H270,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/asus-prime-h270m-plus.html
MSI H270 PC Mate,,Intel H270,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/msi-h270-pc-mate.html
MSI B250 PC Mate,,Intel B250,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/msi-b250-pc-mate.html
Asus Crosshair IV Formula,,AMD 890FX,AM3,DDR3,2000 MHz,48,https://www.epey.com/anakart/asus-crosshair-iv-formula.html
Asus Prime B365M-A,,Intel B365,LGA 1151,DDR4,2666 MHz,48,https://www.epey.com/anakart/asus-prime-b365m-a.html
Asus Prime B250M-Plus,,Intel B250,LGA 1151,DDR4,2400 MHz,48,https://www.epey.com/anakart/asus-prime-b250m-plus.html
Gigabyte GA-AB350M-D3V,,AMD B350,AM4,DDR4,2667 MHz,47,https://www.epey.com/anakart/gigabyte-ga-ab350m-d3v.html
Asus TUF B360-Plus Gaming,,Intel B360,LGA 1151,DDR4,2666 MHz,47,https://www.epey.com/anakart/asus-tuf-b360-plus-gaming.html
MSI B250M Bazooka OPT Boost,,Intel B250,LGA 1151,DDR4,2400 MHz,47,https://www.epey.com/anakart/msi-b250m-bazooka-opt-boost.html
Asus Prime H370-Plus,,Intel H370,LGA 1151,DDR4,2666 MHz,47,https://www.epey.com/anakart/asus-prime-h370-plus.html
Asus B150-Plus,,Intel B150,LGA 1151,DDR4,2400 MHz,47,https://www.epey.com/anakart/asus-b150-plus.html
Gigabyte GA-B250M-Gaming 3,,Intel B250,LGA 1151,DDR4,2400 MHz,47,https://www.epey.com/anakart/gigabyte-ga-b250m-gaming-3.html
Asus Prime H370-A,,Intel H370,LGA 1151,DDR4,2666 MHz,47,https://www.epey.com/anakart/asus-prime-h370-a.html
MSI H270M Bazooka,,Intel H270,LGA 1151,DDR4,2400 MHz,47,https://www.epey.com/anakart/msi-h270m-bazooka.html
MSI H370M Bazooka,,Intel H370,LGA 1151,DDR4,2666 MHz,47,https://www.epey.com/anakart/msi-h370m-bazooka.html
Huananzhi X79 Dual-4D,,Intel X79,LGA 2011-3,DDR3,1866 MHz,47,https://www.epey.com/anakart/huananzhi-x79-dual-4d.html
Gigabyte GA-Q270M-D3H,,Intel Q270,LGA 1151,DDR4,2400 MHz,47,https://www.epey.com/anakart/gigabyte-ga-q270m-d3h.html
Gigabyte B360M DS3H,,Intel B360,LGA 1151,DDR4,2666 MHz,46,https://www.epey.com/anakart/gigabyte-b360m-ds3h.html
Asus Prime B250M-A/CSM,,Intel B250,LGA 1151,DDR4,2400 MHz,46,https://www.epey.com/anakart/asus-prime-b250m-a-csm.html
Asus Prime B250M-A,,Intel B250,LGA 1151,DDR4,2400 MHz,46,https://www.epey.com/anakart/asus-prime-b250m-a.html
Asus Prime H270-Plus,,Intel H270,LGA 1151,DDR4,2400 MHz,46,https://www.epey.com/anakart/asus-prime-h270-plus.html
Gigabyte GA-H270-HD3,,Intel H270,LGA 1151,DDR4,2400 MHz,46,https://www.epey.com/anakart/gigabyte-ga-h270-hd3.html
Asus E3 Pro Gaming V5,,Intel C232,LGA 1151,DDR4,2133 MHz,46,https://www.epey.com/anakart/asus-e3-pro-gaming-v5.html
Gigabyte GA-B250M-D3H,,Intel B250,LGA 1151,DDR4,2400 MHz,46,https://www.epey.com/anakart/gigabyte-ga-b250m-d3h.html
MSI B250M Pro-VDH,,Intel B250,LGA 1151,DDR4,2400 MHz,46,https://www.epey.com/anakart/msi-b250m-pro-vdh.html
Asus Prime B360M-C-CSM,,Intel B360,LGA 1151,DDR4,2666 MHz,46,https://www.epey.com/anakart/asus-prime-b360m-c-csm.html
Asus Prime B365M-C/CSM,,Intel B365,LGA 1151,DDR4,2666 MHz,46,https://www.epey.com/anakart/asus-prime-b365m-c-csm.html
Gigabyte GA-AB350M-DS2,,AMD B350,AM4,DDR4,3200 MHz,46,https://www.epey.com/anakart/gigabyte-ga-ab350m-ds2.html
Asus ROG Strix B250H Gaming,,Intel B250,LGA 1151,DDR4,2400 MHz,45,https://www.epey.com/anakart/asus-rog-strix-b250h-gaming.html
Asus ROG Crossblade Ranger,,AMD A88X,FM2+,DDR3,2666 MHz,45,https://www.epey.com/anakart/asus-rog-crossblade-ranger.html
Asus B150M-Plus,,Intel B150,LGA 1151,DDR4,2133 MHz,45,https://www.epey.com/anakart/asus-b150m-plus.html
ASRock FM2A78M Pro4+,,AMD A78,FM2+,DDR3,1866 MHz,45,https://www.epey.com/anakart/asrock-fm2a78m-pro4-plus.html
Asus ROG Strix B250G Gaming,,Intel B250,LGA 1151,DDR4,2400 MHz,45,https://www.epey.com/anakart/asus-rog-strix-b250g-gaming.html
Asus Prime B250M-C,,Intel B250,LGA 1151,DDR4,2400 MHz,45,https://www.epey.com/anakart/asus-prime-b250m-c.html
ASRock B360M-ITX/ac,,Intel B360,LGA 1151,DDR4,2666 MHz,45,https://www.epey.com/anakart/asrock-b360m-itx-ac.html
Asus Maximus V Formula,,Intel Z77,LGA 1155,DDR3,2800 MHz,45,https://www.epey.com/anakart/asus-maximus-v-formula.html
ASRock H310M-ITX/ac,,Intel H310,LGA 1151,DDR4,2666 MHz,45,https://www.epey.com/anakart/asrock-h310m-itx-ac.html
MSI H310M Pro-VL,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/msi-h310m-pro-vl.html
Biostar H310MHC2,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/biostar-h310mhc2.html
MSI H310M Pro-D,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/msi-h310m-pro-d.html
Asus B150M-K,,Intel B150,LGA 1151,DDR4,2400 MHz,36,https://www.epey.com/anakart/asus-b150m-k.html
Asus EX-H310M-V3,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/asus-ex-h310m-v3.html
Elsa EA H310N-E D4,,Intel H310,LGA 1151,DDR4,2666 MHz,36,https://www.epey.com/anakart/elsa-ea-h310n-e-d4.html
Asus M4A89GTD PRO/USB3,,AMD 890GX,AM3,DDR3,2000 MHz,36,https://www.epey.com/anakart/asus-m4a89gtd-pro-usb3.html
Asus H110M-D,,Intel H110,LGA 1151,DDR4,2400 MHz,36,https://www.epey.com/anakart/asus-h110m-d.html
Biostar H110M-BTC,,Intel H110,LGA 1151,DDR4,2400 MHz,36,https://www.epey.com/anakart/biostar-h110m-btc.html
Asus EX-B250M-V3/CSM,,Intel B250,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/asus-ex-b250m-v3-csm.html
Asus EX-B250M-V3,,Intel B250,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/asus-ex-b250m-v3.html
Asus EX-B250M-V3/C/SI,,Intel B250,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/asus-ex-b250m-v3-c-si.html
Gigabyte GA-H110M-Gaming 3,,Intel H110,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/gigabyte-ga-h110m-gaming-3.html
Gigabyte GA-H110M-H,,Intel H110,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/gigabyte-ga-h110m-h.html
Gigabyte GA-H110M-S2,,Intel H110,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/gigabyte-ga-h110m-s2.html
Asus H110M-A,,Intel H110,LGA 1151,DDR4,2133 MHz,35,https://www.epey.com/anakart/asus-h110m-a.html
Asus H110M-C/CSM,,Intel H110,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/asus-h110m-c-csm.html
Afox A320M-MA,,AMD A320,AM4,DDR4,3000 MHz,35,https://www.epey.com/anakart/afox-a320m-ma.html
Turbox WorkProf X H110,,Intel H110,LGA 1151,DDR4,2666 MHz,35,https://www.epey.com/anakart/turbox-workprof-x-h110.html
Biostar H110MHC,,Intel H110,LGA 1151,DDR4,2400 MHz,35,https://www.epey.com/anakart/biostar-h110mhc.html
MSI H110M Eco,,Intel H110,LGA 1151,DDR4,2133 MHz,34,https://www.epey.com/anakart/msi-h110m-eco.html
ASRock H110M-DVS R3.0,,Intel H110,LGA 1151,DDR4,2133 MHz,34,https://www.epey.com/anakart/asrock-h110m-dvs-r3-0.html
Biostar H110MDE,,Intel H110,LGA 1151,DDR4,2400 MHz,34,https://www.epey.com/anakart/biostar-h110mde.html
Asus H110M-C,,Intel H110,LGA 1151,DDR4,2133 MHz,34,https://www.epey.com/anakart/asus-h110m-c.html
MSI H110M PRO-VDL,,Intel H110,LGA 1151,DDR4,2133 MHz,34,https://www.epey.com/anakart/msi-h110m-pro-vdl.html
